"Requirement.1","Change.1","Heavy.atom.No.1","Reaction.1","Mass.Difference.1","Description.1","Reaction1_No.","Requirement.2","Change.2","Heavy.atom.No.2","Reaction.2","Mass.Difference.2","Description.2","Reaction2_No.","mass change","formula change"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"I","HI-1",1,"(-I+H)",-125.896648,"deiodination",110,-258.935493,"C-5H-2N-5I-1"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"NO2","H2O-2",3,"(NO2 -> NH2)",-29.974179,"denitrification",111,-163.013024,"C-5H-1N-5O-2"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"CF3","C-1F-3H",4,"(-CF3+H)",-67.987385,"loss of trifluoromethyl",112,-201.02623,"C-6H-2N-5F-3"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C5NOH13","C-5N-1H-11",6,"(-C5NH11)",-85.089149,"loss of choline",113,-218.127994,"C-10H-14N-6"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C5H7O","C-5H-6O-1",6,"(-C5H6O)",-82.041865,"loss of tiglyl",114,-215.08071,"C-10H-9N-5O-1"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"NO2","N-1O-2H1",3,"(-NO2+H)",-44.985078,"loss of nitro",115,-178.023923,"C-5H-2N-6O-2"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C7H7","C-7H-6",7,"(-C7H7+H)",-91.054775,"loss of benzyl",116,-224.09362,"C-12H-9N-5"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C6H5","C-6H-4",6,"(-C6H5+H)",-76.0313,"loss of phenyl",117,-209.070145,"C-11H-7N-5"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C2H3O2","C-2H-2O-2",4,"(-C2H2O2)",-58.005479,"loss of acetic acid",118,-191.044324,"C-7H-5N-5O-2"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,-216.064726,"C-10H-8N-4O-2"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,-222.064057,"C-10H-10N-2O-4"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,-269.047029,"C-10H-11N-3O-4S-1"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"C5H8O4","C-5H-8O-4",9,"(-C5H8O4)",-132.04226,"loss of D-ribose",87,-240.074623,"C-10H-12N-2O-5"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"C6H10O5","C-6H-10O-5",11,"(-C6H10O5)",-162.052825,"loss of Hexose",88,-270.085188,"C-11H-14N-2O-6"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"C6H11O8P","C-6H-11O-8P-1",15,"(-C6H11O8P)",-242.019158,"loss of Glucose-6-phosphate",89,-350.051521,"C-11H-15N-2O-9P-1"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"C6H8O6","C-6H-8O-6",12,"(-C6H8O6)",-176.03209,"loss of glucuronic acid",90,-284.064453,"C-11H-12N-2O-7"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"C7H13NO2","C-7H-13N-1O-2",10,"(-C7H13NO2)",-143.094629,"loss of Carnitine",91,-251.126992,"C-12H-17N-3O-3"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"C9H10N2O5","C-9H-10N-2O-5",16,"(-C9H10N2O5)",-226.058973,"loss of Uridine",92,-334.091336,"C-14H-14N-4O-6"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"C9H11N3O4","C-9H-11N-3O-4",16,"(-C9H11N3O4)",-225.074957,"loss of Cytidine",93,-333.10732,"C-14H-15N-5O-5"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"CH2","C-1H-2",1,"(-CH2)",-14.01565,"demethylation",94,-122.048013,"C-6H-6N-2O-1"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"CO","C-1O-1",2,"(-CO)",-27.994915,"loss of CO",95,-136.027278,"C-6H-4N-2O-2"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"CO2","C-1O-2",3,"(-CO2)",-43.98983,"loss of CO2",96,-152.022193,"C-6H-4N-2O-3"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"H2","H-2",0,"(-H2)",-2.01565,"dehydrogenation",97,-110.048013,"C-5H-6N-2O-1"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"H2O","H-2O-1",1,"(-H2O)",-18.010565,"loss of water",98,-126.042928,"C-5H-6N-2O-2"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"HO3P","H-1O-3P-1",4,"(-HPO3)",-79.966333,"loss of Phosphate",99,-187.998696,"C-5H-5N-2O-4P-1"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"HN","H-1N-1",1,"(-NH)",-15.010899,"loss of NH",100,-123.043262,"C-5H-5N-3O-1"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"H3N","H-3N-1",1,"(-NH3)",-17.026549,"loss of ammonia",101,-125.058912,"C-5H-7N-3O-1"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"O","O-1",1,"(-O)",-15.994915,"loss of oxygen",102,-124.027278,"C-5H-4N-2O-2"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"O3S","O-3S-1",4,"(-SO3)",-79.956817,"loss of sulfate",103,-187.98918,"C-5H-4N-2O-4S-1"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"HO3S","O-3",4,"(SO3H -> SH)",-47.984745,"Sulfonic acid to Thiol",104,-156.017108,"C-5H-4N-2O-4"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"H2P2O6","H-2P-2O-6",8,"(-H2P2O6)",-159.932661,"loss of di-phosphate",105,-267.965024,"C-5H-6N-2O-7P-2"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"H3P3O9","H-3P-3O-9",12,"(-H3P3O9)",-239.898992,"loss of tri-phosphate",106,-347.931355,"C-5H-7N-2O-10P-3"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"F","HF-1",1,"(-F+H)",-17.990578,"defluorination",107,-126.022941,"C-5H-3N-2O-1F-1"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"Cl","HCl-1",1,"(-Cl+H)",-33.961028,"dechlorination",108,-141.993391,"C-5H-3N-2O-1Cl-1"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"Br","HBr-1",1,"(-Br+H)",-77.910512,"debromination",109,-185.942875,"C-5H-3N-2O-1Br-1"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"I","HI-1",1,"(-I+H)",-125.896648,"deiodination",110,-233.929011,"C-5H-3N-2O-1I-1"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"NO2","H2O-2",3,"(NO2 -> NH2)",-29.974179,"denitrification",111,-138.006542,"C-5H-2N-2O-3"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"CF3","C-1F-3H",4,"(-CF3+H)",-67.987385,"loss of trifluoromethyl",112,-176.019748,"C-6H-3N-2O-1F-3"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"C5NOH13","C-5N-1H-11",6,"(-C5NH11)",-85.089149,"loss of choline",113,-193.121512,"C-10H-15N-3O-1"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"C5H7O","C-5H-6O-1",6,"(-C5H6O)",-82.041865,"loss of tiglyl",114,-190.074228,"C-10H-10N-2O-2"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"NO2","N-1O-2H1",3,"(-NO2+H)",-44.985078,"loss of nitro",115,-153.017441,"C-5H-3N-3O-3"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"C7H7","C-7H-6",7,"(-C7H7+H)",-91.054775,"loss of benzyl",116,-199.087138,"C-12H-10N-2O-1"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"C6H5","C-6H-4",6,"(-C6H5+H)",-76.0313,"loss of phenyl",117,-184.063663,"C-11H-8N-2O-1"
"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,"C2H3O2","C-2H-2O-2",4,"(-C2H2O2)",-58.005479,"loss of acetic acid",118,-166.037842,"C-7H-6N-2O-3"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,-228.063388,"C-10H-12O-6"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,-275.04636,"C-10H-13N-1O-6S-1"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"C5H8O4","C-5H-8O-4",9,"(-C5H8O4)",-132.04226,"loss of D-ribose",87,-246.073954,"C-10H-14O-7"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"C6H10O5","C-6H-10O-5",11,"(-C6H10O5)",-162.052825,"loss of Hexose",88,-276.084519,"C-11H-16O-8"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"C6H11O8P","C-6H-11O-8P-1",15,"(-C6H11O8P)",-242.019158,"loss of Glucose-6-phosphate",89,-356.050852,"C-11H-17O-11P-1"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"C6H8O6","C-6H-8O-6",12,"(-C6H8O6)",-176.03209,"loss of glucuronic acid",90,-290.063784,"C-11H-14O-9"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"C7H13NO2","C-7H-13N-1O-2",10,"(-C7H13NO2)",-143.094629,"loss of Carnitine",91,-257.126323,"C-12H-19N-1O-5"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"C9H10N2O5","C-9H-10N-2O-5",16,"(-C9H10N2O5)",-226.058973,"loss of Uridine",92,-340.090667,"C-14H-16N-2O-8"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"C9H11N3O4","C-9H-11N-3O-4",16,"(-C9H11N3O4)",-225.074957,"loss of Cytidine",93,-339.106651,"C-14H-17N-3O-7"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"CH2","C-1H-2",1,"(-CH2)",-14.01565,"demethylation",94,-128.047344,"C-6H-8O-3"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"CO","C-1O-1",2,"(-CO)",-27.994915,"loss of CO",95,-142.026609,"C-6H-6O-4"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"CO2","C-1O-2",3,"(-CO2)",-43.98983,"loss of CO2",96,-158.021524,"C-6H-6O-5"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"H2","H-2",0,"(-H2)",-2.01565,"dehydrogenation",97,-116.047344,"C-5H-8O-3"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"H2O","H-2O-1",1,"(-H2O)",-18.010565,"loss of water",98,-132.042259,"C-5H-8O-4"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"HO3P","H-1O-3P-1",4,"(-HPO3)",-79.966333,"loss of Phosphate",99,-193.998027,"C-5H-7O-6P-1"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"HN","H-1N-1",1,"(-NH)",-15.010899,"loss of NH",100,-129.042593,"C-5H-7N-1O-3"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"H3N","H-3N-1",1,"(-NH3)",-17.026549,"loss of ammonia",101,-131.058243,"C-5H-9N-1O-3"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"O","O-1",1,"(-O)",-15.994915,"loss of oxygen",102,-130.026609,"C-5H-6O-4"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"O3S","O-3S-1",4,"(-SO3)",-79.956817,"loss of sulfate",103,-193.988511,"C-5H-6O-6S-1"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"HO3S","O-3",4,"(SO3H -> SH)",-47.984745,"Sulfonic acid to Thiol",104,-162.016439,"C-5H-6O-6"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"H2P2O6","H-2P-2O-6",8,"(-H2P2O6)",-159.932661,"loss of di-phosphate",105,-273.964355,"C-5H-8O-9P-2"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"H3P3O9","H-3P-3O-9",12,"(-H3P3O9)",-239.898992,"loss of tri-phosphate",106,-353.930686,"C-5H-9O-12P-3"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"F","HF-1",1,"(-F+H)",-17.990578,"defluorination",107,-132.022272,"C-5H-5O-3F-1"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"Cl","HCl-1",1,"(-Cl+H)",-33.961028,"dechlorination",108,-147.992722,"C-5H-5O-3Cl-1"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"Br","HBr-1",1,"(-Br+H)",-77.910512,"debromination",109,-191.942206,"C-5H-5O-3Br-1"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"I","HI-1",1,"(-I+H)",-125.896648,"deiodination",110,-239.928342,"C-5H-5O-3I-1"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"NO2","H2O-2",3,"(NO2 -> NH2)",-29.974179,"denitrification",111,-144.005873,"C-5H-4O-5"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"CF3","C-1F-3H",4,"(-CF3+H)",-67.987385,"loss of trifluoromethyl",112,-182.019079,"C-6H-5O-3F-3"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"C5NOH13","C-5N-1H-11",6,"(-C5NH11)",-85.089149,"loss of choline",113,-199.120843,"C-10H-17N-1O-3"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"C5H7O","C-5H-6O-1",6,"(-C5H6O)",-82.041865,"loss of tiglyl",114,-196.073559,"C-10H-12O-4"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"NO2","N-1O-2H1",3,"(-NO2+H)",-44.985078,"loss of nitro",115,-159.016772,"C-5H-5N-1O-5"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"C7H7","C-7H-6",7,"(-C7H7+H)",-91.054775,"loss of benzyl",116,-205.086469,"C-12H-12O-3"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"C6H5","C-6H-4",6,"(-C6H5+H)",-76.0313,"loss of phenyl",117,-190.062994,"C-11H-10O-3"
"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,"C2H3O2","C-2H-2O-2",4,"(-C2H2O2)",-58.005479,"loss of acetic acid",118,-172.037173,"C-7H-8O-5"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,-322.029332,"C-10H-14N-2O-6S-2"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"C5H8O4","C-5H-8O-4",9,"(-C5H8O4)",-132.04226,"loss of D-ribose",87,-293.056926,"C-10H-15N-1O-7S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"C6H10O5","C-6H-10O-5",11,"(-C6H10O5)",-162.052825,"loss of Hexose",88,-323.067491,"C-11H-17N-1O-8S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"C6H11O8P","C-6H-11O-8P-1",15,"(-C6H11O8P)",-242.019158,"loss of Glucose-6-phosphate",89,-403.033824,"C-11H-18N-1O-11P-1S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"C6H8O6","C-6H-8O-6",12,"(-C6H8O6)",-176.03209,"loss of glucuronic acid",90,-337.046756,"C-11H-15N-1O-9S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"C7H13NO2","C-7H-13N-1O-2",10,"(-C7H13NO2)",-143.094629,"loss of Carnitine",91,-304.109295,"C-12H-20N-2O-5S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"C9H10N2O5","C-9H-10N-2O-5",16,"(-C9H10N2O5)",-226.058973,"loss of Uridine",92,-387.073639,"C-14H-17N-3O-8S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"C9H11N3O4","C-9H-11N-3O-4",16,"(-C9H11N3O4)",-225.074957,"loss of Cytidine",93,-386.089623,"C-14H-18N-4O-7S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"CH2","C-1H-2",1,"(-CH2)",-14.01565,"demethylation",94,-175.030316,"C-6H-9N-1O-3S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"CO","C-1O-1",2,"(-CO)",-27.994915,"loss of CO",95,-189.009581,"C-6H-7N-1O-4S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"CO2","C-1O-2",3,"(-CO2)",-43.98983,"loss of CO2",96,-205.004496,"C-6H-7N-1O-5S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"H2","H-2",0,"(-H2)",-2.01565,"dehydrogenation",97,-163.030316,"C-5H-9N-1O-3S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"H2O","H-2O-1",1,"(-H2O)",-18.010565,"loss of water",98,-179.025231,"C-5H-9N-1O-4S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"HO3P","H-1O-3P-1",4,"(-HPO3)",-79.966333,"loss of Phosphate",99,-240.980999,"C-5H-8N-1O-6P-1S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"HN","H-1N-1",1,"(-NH)",-15.010899,"loss of NH",100,-176.025565,"C-5H-8N-2O-3S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"H3N","H-3N-1",1,"(-NH3)",-17.026549,"loss of ammonia",101,-178.041215,"C-5H-10N-2O-3S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"O","O-1",1,"(-O)",-15.994915,"loss of oxygen",102,-177.009581,"C-5H-7N-1O-4S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"O3S","O-3S-1",4,"(-SO3)",-79.956817,"loss of sulfate",103,-240.971483,"C-5H-7N-1O-6S-2"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"HO3S","O-3",4,"(SO3H -> SH)",-47.984745,"Sulfonic acid to Thiol",104,-208.999411,"C-5H-7N-1O-6S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"H2P2O6","H-2P-2O-6",8,"(-H2P2O6)",-159.932661,"loss of di-phosphate",105,-320.947327,"C-5H-9N-1O-9P-2S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"H3P3O9","H-3P-3O-9",12,"(-H3P3O9)",-239.898992,"loss of tri-phosphate",106,-400.913658,"C-5H-10N-1O-12P-3S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"F","HF-1",1,"(-F+H)",-17.990578,"defluorination",107,-179.005244,"C-5H-6N-1O-3S-1F-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"Cl","HCl-1",1,"(-Cl+H)",-33.961028,"dechlorination",108,-194.975694,"C-5H-6N-1O-3S-1Cl-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"Br","HBr-1",1,"(-Br+H)",-77.910512,"debromination",109,-238.925178,"C-5H-6N-1O-3S-1Br-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"I","HI-1",1,"(-I+H)",-125.896648,"deiodination",110,-286.911314,"C-5H-6N-1O-3S-1I-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"NO2","H2O-2",3,"(NO2 -> NH2)",-29.974179,"denitrification",111,-190.988845,"C-5H-5N-1O-5S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"CF3","C-1F-3H",4,"(-CF3+H)",-67.987385,"loss of trifluoromethyl",112,-229.002051,"C-6H-6N-1O-3S-1F-3"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"C5NOH13","C-5N-1H-11",6,"(-C5NH11)",-85.089149,"loss of choline",113,-246.103815,"C-10H-18N-2O-3S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"C5H7O","C-5H-6O-1",6,"(-C5H6O)",-82.041865,"loss of tiglyl",114,-243.056531,"C-10H-13N-1O-4S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"NO2","N-1O-2H1",3,"(-NO2+H)",-44.985078,"loss of nitro",115,-205.999744,"C-5H-6N-2O-5S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"C7H7","C-7H-6",7,"(-C7H7+H)",-91.054775,"loss of benzyl",116,-252.069441,"C-12H-13N-1O-3S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"C6H5","C-6H-4",6,"(-C6H5+H)",-76.0313,"loss of phenyl",117,-237.045966,"C-11H-11N-1O-3S-1"
"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,"C2H3O2","C-2H-2O-2",4,"(-C2H2O2)",-58.005479,"loss of acetic acid",118,-219.020145,"C-7H-9N-1O-5S-1"
"C5H8O4","C-5H-8O-4",9,"(-C5H8O4)",-132.04226,"loss of D-ribose",87,"C5H8O4","C-5H-8O-4",9,"(-C5H8O4)",-132.04226,"loss of D-ribose",87,-264.08452,"C-10H-16O-8"
"C5H8O4","C-5H-8O-4",9,"(-C5H8O4)",-132.04226,"loss of D-ribose",87,"C6H10O5","C-6H-10O-5",11,"(-C6H10O5)",-162.052825,"loss of Hexose",88,-294.095085,"C-11H-18O-9"
"C5H8O4","C-5H-8O-4",9,"(-C5H8O4)",-132.04226,"loss of D-ribose",87,"C6H11O8P","C-6H-11O-8P-1",15,"(-C6H11O8P)",-242.019158,"loss of Glucose-6-phosphate",89,-374.061418,"C-11H-19O-12P-1"
